purchase_frequency_monthly,avg_order_value_usd,tenure_months,customer_segment,product_category_preference,channel_preference,promotion_sensitivity,service_interactions,referral_count,geographic_region,demographic_segment,satisfaction_score,clv_usd
,56.11749596086982,55.0,New,Single Category,Both,Medium,13.0,0.0,International,Retirees,9.896652686281206,25035.36499646462
0.506921471694411,255.0188748304148,,New,Single Category,Online,Medium,1.0,3.0,North,Young Adults,7.229828379877114,16182.323627991102
7.2591665487076025,114.26285016526855,24.0,New,Multiple Categories,Online,Low,,2.0,,Families,7.237552627713145,
1.252306802482846,153.3759248423811,30.0,Regular,,Both,High,19.0,3.0,International,Families,1.8529278032806977,34415.04507794262
2.5499250011626744,302.97597998105107,40.0,VIP,Single Category,Store,High,15.0,1.0,West,Professionals,5.177339579913694,10689.856358467665
6.62402628091039,458.0258799577796,7.0,Churned,Multiple Categories,Online,Medium,0.0,5.0,International,Professionals,5.025315729551023,6087.954474590036
7.228505807946548,80.2480135183985,13.0,Regular,Multiple Categories,Both,Medium,0.0,5.0,International,Young Adults,5.678223399093345,28703.61820041861
5.865420790801421,337.837794671328,45.0,New,Single Category,Online,Low,17.0,0.0,South,Families,5.350239826869856,
7.657212915813613,499.8398769446538,45.0,,,Both,Low,2.0,6.0,International,Families,6.85835705747648,39083.55224764248
1.0069092630421368,176.99381359380232,61.0,Churned,Single Category,Online,High,13.0,7.0,International,Families,2.870568462589872,42675.24495972576
3.5147811846071777,33.425378800627236,,Regular,Single Category,Store,High,1.0,2.0,North,Families,7.619337422146172,46461.956886029075
2.8047765483535483,403.7358075923456,10.0,New,,Store,Medium,13.0,0.0,South,Retirees,1.4822707939824917,7252.961280601501
1.864255176943774,355.5538004625798,62.0,VIP,Single Category,Store,Medium,15.0,4.0,East,Families,3.697876429252273,25836.562953990957
1.3081009384518587,333.4813381698774,43.0,Regular,,Store,High,0.0,6.0,South,Young Adults,9.341239663900742,39398.99131737722
6.99959240303408,116.69720044812219,43.0,Churned,Single Category,Store,Low,15.0,0.0,West,Retirees,6.218928246417555,35819.6440146924
6.880584880157037,210.73484297121334,19.0,VIP,Multiple Categories,,Medium,4.0,4.0,West,Young Adults,,9758.956662946348
1.3267365247030332,122.64517898340804,9.0,New,Multiple Categories,Both,High,0.0,2.0,International,Professionals,7.583248884054973,12729.838989644979
7.30262050749602,359.98362647483793,44.0,New,Multiple Categories,Online,Low,6.0,1.0,North,Families,8.068626085297112,31155.93057945307
4.048822099312904,152.60319989667948,70.0,Churned,Single Category,Store,Low,5.0,,North,Young Adults,1.472380596781935,4037.348071645594
7.684843995660622,87.1363086987653,,VIP,Multiple Categories,Both,Low,5.0,4.0,East,Young Adults,6.4964070622877195,25780.549268213956
7.545495330850406,32.335312604377286,61.0,Churned,Single Category,Online,,9.0,7.0,International,Young Adults,8.308716214695552,10727.51501787848
4.223178843621231,461.941397472634,53.0,New,Multiple Categories,Store,Low,9.0,5.0,West,Retirees,2.0352319743825897,24144.266506976084
2.126690859006365,354.7314324607564,66.0,VIP,Multiple Categories,Store,High,13.0,4.0,South,Professionals,4.593612642925179,37020.86937459843
4.1643759513515715,205.31208637963132,38.0,VIP,Single Category,Online,Medium,1.0,3.0,West,Young Adults,4.962261670881349,11499.898636986896
4.257905403179523,452.51651443114224,61.0,VIP,Single Category,Store,Low,14.0,1.0,International,Professionals,8.891992308790465,9344.35927832049
1.5752433854627153,484.42188462645055,43.0,VIP,Multiple Categories,Store,Medium,6.0,7.0,South,Retirees,8.386161503875623,30313.606922719406
4.315030013076357,399.0722069714724,59.0,Regular,Single Category,Online,Medium,9.0,4.0,South,Retirees,4.075444299461655,
0.7912797542305356,380.8600511826145,11.0,Churned,Single Category,Store,Low,0.0,2.0,North,Retirees,3.194371849685962,24364.68470330932
4.638692426106985,129.88972586167483,26.0,New,Single Category,Online,High,3.0,9.0,North,Families,6.965060419522916,11184.416220073907
2.1482696109005825,77.50271768974295,9.0,Regular,Single Category,Online,Low,6.0,1.0,,Young Adults,2.748817800252306,26288.570793037947
4.116245790654828,99.33864081710888,41.0,Regular,Single Category,Online,High,5.0,3.0,East,Professionals,7.269944793413176,32661.74797500932
2.607342544663517,481.59981856426054,38.0,Regular,Multiple Categories,Both,Medium,8.0,5.0,South,Retirees,1.4473120098392338,7611.552903492085
2.309948882838312,165.4493615293941,3.0,Churned,Single Category,Online,Low,19.0,4.0,South,Families,1.64562318966394,22860.02706653225
1.0753982332745375,145.1653310134838,43.0,New,Single Category,Both,High,,3.0,International,Families,3.3417606224108245,11549.847062568764
4.5457840417608155,298.58396095204984,62.0,,Multiple Categories,Online,Medium,16.0,5.0,North,Families,3.5617472729660284,31533.825582025598
3.0276648398374686,163.12290372153322,61.0,Regular,Single Category,Store,Medium,8.0,0.0,International,Young Adults,8.626143972276324,5387.972787441144
7.60486363380766,270.4126730726205,3.0,New,Multiple Categories,Store,Low,10.0,8.0,West,Professionals,2.967611205809918,38833.8641600352
3.000151435225135,368.04959579676665,40.0,Regular,Multiple Categories,Store,Low,14.0,9.0,West,Professionals,4.178205485200788,10363.486458107993
4.519495353038236,83.75985861032117,43.0,Churned,Single Category,Store,Medium,18.0,2.0,North,Retirees,1.3361100902842966,10493.01339179766
,352.66520264952464,30.0,Churned,Multiple Categories,Online,Medium,12.0,1.0,International,Families,5.270247378987416,11679.449610428508
6.647823636584653,287.00264484946723,56.0,Churned,Multiple Categories,Online,High,13.0,5.0,East,Professionals,8.131971587377315,7690.116464728527
3.72947416869284,149.7226721655817,49.0,New,Multiple Categories,Store,Medium,12.0,0.0,South,Young Adults,9.370569387180982,6599.001599260506
5.03929470095592,315.9139630008448,64.0,VIP,Multiple Categories,Both,Low,5.0,2.0,South,Young Adults,3.054442131379291,25486.230352081522
4.144175789398751,462.94067110681425,41.0,New,Single Category,Online,High,13.0,2.0,South,Families,1.639167460668273,5413.98146927602
2.247730184536673,168.40795926935678,40.0,VIP,Single Category,Both,Low,13.0,,International,Families,3.7661427830836445,17175.362535060678
1.4448749034028647,321.48853628432875,13.0,VIP,Multiple Categories,Store,High,19.0,9.0,,Professionals,6.538959961532541,10716.874815283343
3.706648160264369,136.9893595104394,66.0,Regular,Multiple Categories,Store,High,19.0,9.0,North,Professionals,8.232660034433838,29181.5307406655
5.621275631149603,272.0775470942707,36.0,New,Multiple Categories,Both,High,7.0,7.0,,Professionals,9.198397675648565,34875.67243569375
3.8144714064898335,336.908320987905,53.0,Regular,Multiple Categories,Store,Medium,2.0,5.0,North,,8.108910902550814,11495.393967960063
4.687849152821282,417.12030584081384,30.0,Churned,Multiple Categories,Store,Low,15.0,9.0,South,Retirees,5.753794805941879,49640.39298760024
6.6856019764289805,337.36270137430785,39.0,Churned,Single Category,Online,Medium,14.0,0.0,,,2.5170716054350026,31396.022248900288
,490.21664034201734,38.0,New,Single Category,Online,Low,1.0,1.0,East,Retirees,3.4288849947785005,16190.65441652086
3.5876655628044776,334.58919505255295,30.0,Regular,Single Category,Both,High,2.0,2.0,,Families,8.635583235439135,15180.297603183735
3.1356030364541367,167.4873124882161,24.0,Regular,Single Category,Store,Medium,11.0,1.0,International,Retirees,9.727291150335247,42814.61392544386
,441.1738969904049,26.0,VIP,Single Category,Store,High,0.0,6.0,International,Young Adults,1.3943454521706984,
1.2486352141518027,81.57805697109492,52.0,Churned,Single Category,Both,High,0.0,4.0,West,Young Adults,2.466802875302584,49708.175387886724
6.561732070610666,267.15653929129155,62.0,Churned,Multiple Categories,Both,High,12.0,9.0,,Retirees,4.983174230203002,17642.006701257425
1.9871343402377786,241.36551456262424,47.0,Regular,Multiple Categories,Online,,4.0,7.0,South,Young Adults,2.692968762676494,15057.081655904538
7.54487586395293,290.2522847207335,57.0,Regular,Multiple Categories,Store,Medium,2.0,5.0,South,Retirees,4.649233003817265,21422.548304534608
6.110809530216986,382.1167286222243,52.0,,Multiple Categories,Both,High,1.0,6.0,South,Families,8.99266176472938,21041.292683368556
6.717765184087331,140.93777192179647,71.0,VIP,Single Category,Online,Low,6.0,0.0,South,Professionals,2.2771504118000867,999.4353852752657
4.855888551572427,257.80072707416093,15.0,VIP,Multiple Categories,Online,Medium,0.0,6.0,International,Young Adults,2.960892059150976,34498.97556236616
3.5311154398870688,303.52816408577576,52.0,Regular,Single Category,Store,Low,0.0,7.0,East,Young Adults,1.5937708121961713,26871.990301291673
1.8345287211018215,254.2324832417689,,Regular,Single Category,Both,Low,12.0,2.0,South,Young Adults,3.5249652943900234,32689.99077064108
,248.27959622536196,5.0,New,Multiple Categories,Online,,14.0,9.0,South,Young Adults,2.7524709205669904,6141.205941194215
3.220191113786658,207.79938001390917,53.0,VIP,Single Category,Online,Medium,3.0,2.0,South,Retirees,2.390625223464177,9281.472973773718
7.661690633736,314.7740053498518,56.0,Churned,Single Category,Both,High,,7.0,East,Young Adults,6.418714846139119,46576.70044010604
4.026687620507985,254.83059191873525,62.0,Churned,Multiple Categories,Online,Low,12.0,8.0,West,Families,,19570.893253805123
3.3422208929981356,239.05308660029212,,Regular,Single Category,Both,Low,17.0,1.0,North,Young Adults,8.694166224655103,7540.879478539402
6.1295332682810475,401.3903544673804,59.0,Churned,Multiple Categories,Online,,9.0,4.0,North,Young Adults,1.4749871905221839,4751.15366998144
6.639029655006931,442.30313380201426,27.0,,Single Category,Store,High,17.0,6.0,South,Families,1.9192743843869637,18438.896494229382
2.492595812885121,230.48919362387176,37.0,Churned,Single Category,Both,Medium,12.0,2.0,North,Retirees,3.273234008481608,32021.07907548925
7.939087557893813,365.15786493260174,49.0,Regular,Single Category,Both,Low,4.0,9.0,South,Families,6.722986096892836,46389.543804199246
3.668167033346217,449.3399064772994,66.0,Regular,Multiple Categories,Both,Medium,17.0,0.0,East,Families,9.544868784363853,26518.4590499139
4.5791202975717145,32.88395703883462,34.0,New,Multiple Categories,Store,Low,0.0,1.0,North,Professionals,9.504317481025527,45893.37776760305
6.756210795719255,41.80286609577975,,Churned,Single Category,,Low,9.0,,West,Retirees,4.201847552714088,16237.232503494468
3.6643881058704277,244.6946975910057,48.0,Regular,Single Category,Online,Medium,9.0,8.0,East,Retirees,2.4915292200489834,35117.236393818726
2.5239561317484007,328.5518435426955,36.0,New,Single Category,Both,Medium,7.0,9.0,International,Young Adults,,6219.655473458982
3.4942982577451023,64.71051756171195,46.0,New,,Both,High,1.0,8.0,West,Professionals,4.196899359420062,33968.09324732511
3.983574880987571,66.62714338198386,,Churned,Multiple Categories,,Low,19.0,8.0,North,Retirees,8.660679808086499,45527.922030613714
,172.37179217912254,10.0,New,Single Category,Both,High,15.0,7.0,East,Professionals,3.346629097876596,3079.1753507918097
3.9322289508715658,211.4798198379189,57.0,New,Multiple Categories,Both,High,1.0,3.0,East,Professionals,5.04780697163268,33148.223668046565
4.249065288695558,205.77485175755703,25.0,New,Multiple Categories,Both,High,3.0,0.0,West,Professionals,8.828243483203849,44278.73429649241
1.9401949355473835,317.5584592474121,64.0,Regular,Multiple Categories,Both,,2.0,3.0,East,Young Adults,3.8644544468148707,24592.058755326223
3.3684812951109153,347.91164198510944,55.0,Churned,Multiple Categories,Store,High,9.0,8.0,South,Families,2.4520407635847947,46424.66267773139
0.7771696362477449,468.99069993192364,71.0,Regular,Single Category,Store,Medium,14.0,3.0,East,Families,5.2185627015975395,41316.57814994144
3.322199078459567,200.42908610528414,11.0,Regular,,Store,Low,15.0,6.0,North,Young Adults,7.372331347157103,6973.529213089104
3.4804863313601855,52.13744217843839,56.0,Regular,Multiple Categories,Online,Medium,7.0,6.0,North,Young Adults,2.508844561219064,
6.29959077861167,46.135128779298036,59.0,Churned,Single Category,Store,Medium,15.0,9.0,International,Retirees,1.833571613877298,18803.45069824741
4.889967609117822,343.7886860052362,48.0,New,Single Category,Both,High,13.0,4.0,South,Young Adults,2.4357174889282396,48526.41660435465
3.7170382264080537,488.0996944721968,19.0,Regular,Multiple Categories,Both,Low,2.0,0.0,North,Professionals,3.330276514066987,33164.074719912314
1.6192855512597144,174.0206442229513,71.0,Regular,Multiple Categories,Online,Low,10.0,9.0,East,Professionals,2.0972696399757336,9534.493454832096
3.8987162287702146,57.412583435490795,24.0,Regular,Single Category,Both,Low,11.0,6.0,East,Young Adults,6.597742245778909,33316.63992225724
5.020167487488583,343.89871893139207,20.0,VIP,Single Category,Store,Low,12.0,9.0,South,Retirees,7.987121456351802,22278.232551397192
4.908498441882107,27.361937737036758,9.0,Regular,Single Category,Both,Low,9.0,8.0,North,Young Adults,3.4513967722758054,13048.455724316445
0.9117719193410868,242.10196464543358,60.0,New,Single Category,Online,Medium,10.0,6.0,North,Families,4.462366612556713,4416.175707295219
5.006168961480253,293.1731413924069,40.0,VIP,Single Category,Both,Low,5.0,2.0,West,Young Adults,4.3118133509935985,41728.13970495057
2.3629224386946164,238.8809172556072,63.0,VIP,Multiple Categories,Store,Low,12.0,6.0,East,Families,5.822841794684113,45545.978458304446
2.3008423138966245,386.1849367809444,1.0,,Single Category,Store,Low,13.0,7.0,East,Young Adults,8.413358596339542,28050.674581388703
4.238427503679234,464.1164598466308,4.0,New,Single Category,Both,Low,12.0,0.0,East,Retirees,6.856601108499899,30102.273205636535
5.552057851214961,278.8389997644359,30.0,New,Multiple Categories,Both,,2.0,1.0,North,Professionals,7.06225175749024,5046.33642851238
4.797976577859815,398.16752623479,4.0,Regular,Single Category,Store,High,18.0,5.0,East,Retirees,3.6979521544314213,29628.77008506608
0.7442058878501028,34.6609185463949,12.0,New,Multiple Categories,Both,Medium,,0.0,East,,9.502729390935663,47593.935624918726
6.055720399728512,133.61209541402735,10.0,Regular,,Online,High,0.0,6.0,South,Families,3.4425902594499753,47236.614071954915
2.654816345416039,482.8637958485419,25.0,VIP,,Store,Medium,5.0,4.0,North,Young Adults,9.47581572626517,40948.65992814704
6.625745999119327,119.47075638153787,45.0,New,Multiple Categories,,High,4.0,6.0,South,Young Adults,1.8579610448021069,19730.92988861363
7.262528070047765,292.9283367430125,9.0,New,Single Category,Store,Low,18.0,6.0,International,Professionals,8.358460709325344,43872.96544714585
4.84982360247357,292.6181023473981,21.0,Churned,Single Category,Both,Low,12.0,4.0,International,Families,5.669447254997428,44402.87111894502
7.185895164362915,374.36084522179993,55.0,New,Multiple Categories,Online,High,9.0,7.0,West,Young Adults,5.820221780480401,35388.68605855573
1.6217139158971272,281.8417752035423,2.0,Churned,Single Category,Store,Low,13.0,0.0,West,Retirees,9.372226047882874,34806.84653966402
7.842417867282584,172.9280390333616,19.0,VIP,Single Category,Online,Medium,18.0,5.0,West,Professionals,1.4734068530193039,30363.806583678084
5.310771946575147,41.260534077110826,60.0,Churned,Multiple Categories,Both,Medium,9.0,4.0,North,Families,2.3093862740785145,2810.467715472516
2.2443233109997776,322.3204811933581,12.0,Churned,Single Category,Store,Low,11.0,7.0,West,Retirees,9.04540226920273,
5.734306785143699,297.88073927750884,10.0,Churned,Multiple Categories,Online,Medium,3.0,1.0,West,Professionals,2.1539643912109616,41731.63848477639
1.048239042190619,230.90749510091104,34.0,New,Single Category,Store,Medium,17.0,9.0,West,Professionals,3.1247694026326025,21307.774436115105
2.7979100826557404,329.6290134547509,60.0,Regular,Single Category,Online,High,6.0,6.0,North,Professionals,1.697168567685635,42355.67126218851
7.921114973854626,80.37351097660252,40.0,New,Single Category,Both,High,8.0,4.0,North,Young Adults,7.755999877229795,1579.210265579692
7.159052055480908,145.13076482644857,62.0,Regular,Multiple Categories,Both,,5.0,2.0,East,Retirees,7.1637304109304285,14066.879338365132
7.2653131433896565,388.21689245957725,65.0,Churned,Single Category,Store,Medium,18.0,,North,Families,5.079326177046398,32187.052926423643
2.696786738919066,100.42905368438474,52.0,New,Multiple Categories,Online,Medium,10.0,,South,Retirees,6.036548516539005,8396.241788123481
1.736540107673671,430.67815199054576,37.0,Regular,Single Category,Online,High,6.0,9.0,West,Retirees,6.378355855500521,18523.378238148354
1.3104623100568809,204.3087719964164,14.0,VIP,,Both,High,13.0,2.0,North,Families,1.4204530885550413,2619.4989394498516
0.6837494808182363,493.76339962952096,71.0,VIP,Single Category,Store,,12.0,1.0,West,Families,2.7906396479618345,24200.266833327227
4.092144481670623,225.1357368793107,4.0,Churned,,Both,High,4.0,0.0,International,Young Adults,7.183951135510378,18688.369026338834
,112.90359341625562,30.0,Regular,Multiple Categories,Both,Low,12.0,4.0,International,Retirees,9.365474644756498,12620.567006058747
5.647759015153706,286.98451580626374,59.0,New,Single Category,Online,High,16.0,8.0,East,Professionals,8.605970352603249,22225.605462865187
0.6284045491181374,52.324645434107005,39.0,Churned,Single Category,Both,Low,18.0,9.0,South,Young Adults,3.918990078654115,43121.67428092127
0.9431326029426058,273.6128042717535,23.0,Regular,Multiple Categories,Online,Medium,0.0,3.0,South,Retirees,7.183766595778203,2396.117083360733
4.16104786834133,297.7539606212148,9.0,Churned,Multiple Categories,Store,Medium,11.0,2.0,International,Families,3.7735731268955264,43765.51759920015
2.4203653370807086,444.8307774583363,17.0,New,Single Category,Both,Medium,8.0,9.0,North,Young Adults,1.9403640516080705,1492.4626411595586
7.910621148433345,140.66723338213717,37.0,VIP,Single Category,Online,Low,3.0,4.0,,Families,5.2107328062318174,26980.263365753093
4.457618497117788,243.36289621631866,68.0,VIP,Multiple Categories,Both,High,18.0,8.0,International,Professionals,2.955644086690783,22837.664252156672
3.082307742529001,286.51243208657155,65.0,VIP,Multiple Categories,Both,Low,12.0,2.0,International,Retirees,5.062856097904656,40267.77743705995
4.192112359356159,171.11610680582243,43.0,New,Multiple Categories,,Low,18.0,9.0,International,Young Adults,6.40306866402752,
2.046659353024036,137.56261813851933,25.0,New,Single Category,Online,Medium,15.0,,,Retirees,3.3955183763847767,24908.97111972893
7.896230866388213,42.025998012757356,24.0,Churned,Multiple Categories,Store,High,0.0,2.0,International,Professionals,9.7617114590744,
5.527565534318528,365.0388914430848,9.0,Churned,Single Category,Online,High,3.0,7.0,South,Retirees,4.043731947360535,48131.556309934946
0.592218021683028,276.6395064417026,43.0,VIP,Single Category,Store,High,11.0,9.0,North,Families,9.071734620212116,
2.9628735941741478,318.95411073563326,23.0,New,Single Category,Online,High,6.0,4.0,South,Young Adults,6.696253004716053,36479.22925092352
1.2610866673841363,108.72414359023468,59.0,VIP,Single Category,Both,High,8.0,8.0,International,Retirees,5.359561013575784,34648.34487031413
1.66005061548862,,58.0,New,Single Category,Both,Medium,14.0,2.0,International,Young Adults,2.5809894728444256,20431.572253384165
6.221421357012413,384.41639562733246,,New,Multiple Categories,Online,Low,12.0,0.0,East,Families,7.724848595538462,26214.46870536972
5.960512200893662,389.2237049238404,11.0,VIP,Multiple Categories,Store,High,2.0,3.0,South,Young Adults,7.1439552187265045,41670.79790728201
3.9441121555532925,465.17366464984667,62.0,VIP,Multiple Categories,Online,High,10.0,4.0,,Young Adults,8.74075065225788,2786.748663362655
2.67883184480081,188.41830431725015,28.0,VIP,Single Category,Online,Medium,14.0,4.0,East,Young Adults,9.245157964815565,21047.621720411604
2.4428697568701563,316.090174098051,20.0,Regular,Single Category,Store,Low,5.0,2.0,International,Families,8.527586662075311,10103.87149760979
6.257765637815126,186.3352360187723,45.0,VIP,Multiple Categories,Online,Low,0.0,2.0,West,Professionals,2.0419538417079433,26704.21493158582
1.6072620071100174,286.2598437408784,18.0,Churned,Multiple Categories,Store,High,,9.0,North,,4.338005057813205,18724.551631156148
5.312148477819276,351.99278001811035,7.0,New,Multiple Categories,Both,High,4.0,4.0,South,Professionals,1.13949914864887,49455.27693955833
1.382566877383642,459.7320058584445,30.0,Regular,Single Category,Store,High,7.0,2.0,East,Professionals,6.45584745840664,7064.2042260096605
7.919104103963536,431.5451105435131,70.0,Regular,Multiple Categories,Store,Medium,2.0,1.0,International,Young Adults,3.9953745007847448,40590.31448707101
0.711104503738318,344.30796908777637,63.0,New,Single Category,Online,Medium,19.0,9.0,North,Professionals,4.794263014651385,
4.780897988283211,34.26081083094962,69.0,Regular,Single Category,Store,Medium,5.0,0.0,North,Families,,9925.316701498208
3.688035530648139,59.424823591449595,25.0,New,Single Category,Online,High,12.0,9.0,North,Young Adults,8.431759177790276,32406.835554121746
5.966289530236359,45.337040860697726,14.0,Churned,Multiple Categories,Store,High,18.0,7.0,East,Young Adults,7.76389973246406,21890.017264540205
5.840377199241717,428.66951491912704,17.0,New,Single Category,Both,Low,12.0,3.0,West,Retirees,2.3770977616561146,17696.584730393406
1.9469238736018801,70.73719813417544,26.0,New,Multiple Categories,Store,High,18.0,6.0,International,Retirees,8.280982372963301,18544.731095741652
5.381547652903916,494.626554899236,9.0,New,Multiple Categories,Both,Medium,10.0,6.0,West,Young Adults,3.1378712594897893,17729.138875519355
1.1616027112449272,172.71605660223653,24.0,Churned,Single Category,Both,Low,16.0,5.0,East,Families,5.555387434840211,27890.805460601106
1.6186568153205974,436.19530850421694,58.0,New,Single Category,Both,Medium,3.0,5.0,East,Families,,40418.09206980629
3.5830476818006507,,32.0,VIP,Single Category,Online,High,10.0,1.0,International,Families,7.1486040416363545,48807.167584640476
6.225167621174793,436.88775002358165,43.0,Regular,Single Category,Both,,2.0,4.0,South,Young Adults,4.861918168543656,38393.768995249455
2.1653066942694315,241.53776087449353,14.0,New,Multiple Categories,Both,Low,7.0,2.0,North,Retirees,8.617563202127002,
2.337329683885507,492.0793310692179,38.0,VIP,Single Category,Online,High,2.0,6.0,East,Professionals,6.196453559023209,32238.506933190096
1.641459486841737,235.20578249806113,54.0,VIP,Single Category,Store,High,4.0,0.0,West,Retirees,1.875808788808484,3111.831676271402
4.408971843920747,,63.0,VIP,Multiple Categories,,Low,9.0,6.0,West,Young Adults,1.66097198379877,46131.94207866158
7.433499918213793,340.3088620670939,17.0,Regular,Multiple Categories,Store,Medium,14.0,9.0,South,Professionals,5.811788972564664,
3.4364305837688565,64.46049067465847,5.0,New,Multiple Categories,Online,High,2.0,7.0,International,Families,5.174148963132584,45687.43098119222
,217.6687973451592,1.0,VIP,Single Category,Both,Medium,2.0,6.0,International,Professionals,3.9390613361188134,20788.66988681818
6.5827211877879535,470.6776511789121,43.0,Regular,Single Category,Store,High,14.0,0.0,International,Families,7.7847772679819585,29128.745290557425
3.4973651467458753,251.09354878777424,59.0,New,Multiple Categories,Online,,7.0,9.0,West,Retirees,5.891509819593187,31698.2658123157
3.565434436954645,247.83435875776254,67.0,Churned,Single Category,Online,,12.0,3.0,East,Professionals,7.17488845379439,34423.051576664664
,368.6786151568273,7.0,New,Multiple Categories,Both,High,17.0,5.0,West,Professionals,,48638.84298277114
7.049670504262012,432.48337901486786,17.0,Churned,,Both,Low,19.0,6.0,International,Professionals,4.798808030433278,35959.72215027327
6.752049939122463,158.6182129859089,41.0,New,Multiple Categories,Both,High,19.0,3.0,International,Professionals,4.162781506743935,34518.816329453424
1.0305268147354711,325.6843377281457,23.0,New,Multiple Categories,Both,Medium,6.0,3.0,International,Retirees,4.59242119005057,9696.172084475458
2.2652386838557788,61.71420991656656,70.0,VIP,Multiple Categories,Store,Low,17.0,6.0,South,Families,7.125288334124646,33075.335155675595
4.338790578720859,207.2860754606663,37.0,New,Single Category,Store,Medium,13.0,5.0,East,Retirees,7.51950737156604,29332.301126962797
3.46942678787851,,68.0,New,Multiple Categories,Both,Medium,18.0,0.0,North,Young Adults,1.794825181795089,40722.691792136546
2.9823186008438687,34.793430656182395,26.0,VIP,Multiple Categories,Online,Low,19.0,,West,Young Adults,5.458869254772573,32540.379858006985
7.776613704242455,411.8368392268899,45.0,VIP,Single Category,Both,Medium,6.0,5.0,International,Retirees,5.628128394423524,38146.842768954404
2.941628564180754,481.90325371701044,58.0,New,Single Category,Online,Medium,19.0,5.0,International,Young Adults,1.0291024645929694,40372.679391526806
4.040134914170953,282.21712972927395,37.0,New,Single Category,Both,,11.0,,,Professionals,1.9549301846763592,39430.6794446966
3.0188906671412568,414.5946260209299,,VIP,Single Category,Both,Low,,,East,Retirees,4.8688423436212105,3159.6419087078475
1.2973610850356856,198.4158484785763,22.0,Churned,Single Category,Online,Low,12.0,6.0,South,Families,8.479243666945035,16440.759471946767
1.9581339431273788,176.51414624626693,34.0,New,Multiple Categories,Store,Low,6.0,3.0,East,Professionals,2.72800575656517,875.7847706668704
0.8956763600739593,279.2393440495546,34.0,VIP,Single Category,Both,Medium,16.0,3.0,West,Retirees,9.04297637356533,16819.832919240427
6.0669934871058775,409.3203199489249,54.0,New,Single Category,Store,,8.0,9.0,South,Families,5.093518269793369,27765.493912009882
4.9028709340937,221.79427577834616,35.0,New,Single Category,Online,,,5.0,North,Young Adults,5.667493028078076,28072.093545767562
2.0747842140642114,234.3579632951366,62.0,,Single Category,Store,Medium,0.0,,East,Young Adults,1.4967045974312323,46813.199521306924
4.804388741956204,55.35550814839807,25.0,New,,Online,Low,5.0,0.0,,Professionals,6.265133208179276,29474.086259422744
5.316362458671514,207.273000280563,11.0,Regular,Multiple Categories,Store,Medium,17.0,0.0,,Young Adults,9.847289819663564,21228.88043775825
4.563544329868607,28.354338580342485,49.0,VIP,Single Category,Both,,11.0,5.0,North,Young Adults,9.297927873891187,48688.50072961119
1.6583556402256279,391.9643387558432,33.0,New,Single Category,Online,Low,19.0,3.0,East,Retirees,5.301431743853507,23752.065031462324
4.707763277676188,,59.0,,Multiple Categories,Online,Low,8.0,4.0,East,Professionals,4.0428035597499985,22486.13231286154
3.111503628867227,97.35650117203329,21.0,Regular,Multiple Categories,Both,High,,6.0,East,Families,5.8250757826247055,8166.484840402068
7.120088124282374,370.5841406300966,23.0,VIP,Multiple Categories,Online,High,7.0,9.0,North,Retirees,5.924184504440808,23805.52037143761
1.1054192316871745,223.10043128170508,39.0,New,Multiple Categories,Store,Medium,6.0,1.0,East,Retirees,2.70981993437873,19413.89068766834
6.137001907760129,395.75430136963445,51.0,Regular,Multiple Categories,Store,Medium,15.0,0.0,South,Retirees,9.086409180138977,43113.96682238715
7.007700767999187,469.0782080508771,4.0,New,Single Category,Both,High,9.0,3.0,South,Young Adults,8.892637594191342,11029.346721560023
5.0715917632499785,85.91740811256707,29.0,Churned,Multiple Categories,Store,Medium,2.0,9.0,North,Retirees,5.408462015963406,20523.622692297766
4.195887375318483,166.40241399636463,12.0,VIP,Single Category,Online,Low,7.0,5.0,International,Families,5.507497908922826,29083.674311894443
7.992244494741033,170.92445311756333,56.0,Regular,Single Category,Store,Medium,9.0,3.0,,Retirees,8.626710450931606,40677.63533154605
6.444841029664833,73.47089141762967,,Regular,Single Category,Store,High,6.0,3.0,South,Families,5.338280488680667,15244.493972484195
4.132256787903826,340.5742398102552,6.0,New,Single Category,Both,High,8.0,7.0,North,Families,5.585443437749219,15683.606912877576
2.656211409723349,484.3038769660069,41.0,New,Multiple Categories,Online,Medium,11.0,5.0,International,Young Adults,5.435628002924092,34318.26053003921
7.3418467580568025,,18.0,VIP,Multiple Categories,Store,Low,0.0,0.0,International,Professionals,5.711892707199467,6461.648102086117
3.990084807426332,335.55771893684516,7.0,Churned,Multiple Categories,Both,Medium,16.0,8.0,North,Young Adults,7.469530835550487,750.8162193077646
1.4769686256981167,249.1637933726811,47.0,New,Single Category,Online,High,16.0,2.0,East,Young Adults,4.696454022065497,6905.212400068927
4.080433105893513,312.59432683264936,29.0,Churned,Single Category,Store,Medium,8.0,7.0,East,Families,4.63007624561935,27036.812655706624
7.460893389648962,417.0649454893878,62.0,VIP,Single Category,Store,Low,5.0,3.0,South,Retirees,7.9726412220551675,21405.332055943374
0.52772565015819,151.77566791074065,30.0,VIP,Multiple Categories,,Low,10.0,9.0,International,Families,8.917437943141866,16341.13432362647
4.608645259617451,61.17348981174356,11.0,Regular,Single Category,Store,Low,16.0,3.0,International,,6.297974013876996,17980.266344011936
2.7322452055209534,,27.0,VIP,Single Category,Store,Low,,5.0,International,Retirees,5.492921124943434,
